,HPSO,Baseline,Stations,Total Time [s],Tobs [h],Ingest [Pflop/s],RCAL [Pflop/s],FastImg [Pflop/s],ICAL [Pflop/s],DPrepA [Pflop/s],DPrepB [Pflop/s],DPrepC [Pflop/s],DPrepD [Pflop/s],Total RT [Pflop/s],Total Batch [Pflop/s],Total [Pflop/s],Ingest Rate [TB/s],Channels,PSS [Pflop/s],PST [Pflop/s],SinglePulse [Pflop/s]
0,hpso04b,150000.0,64.0,2880000.0,0.16666666666666666,0.008048427717485714,0.05363776631808273,0.0638115525077786,0.0,0.0,0.0,0.0,0.0,0.12549774654334706,0.0005008800000000091,0.12599862654334706,0.0058420662857142855,8192.0,0.00050088,,
1,hpso04c,150000.0,64.0,8640000.0,0.16666666666666666,0.008048427717485714,0.04509573702191637,0.06674258844616088,0.0,0.0,0.0,0.0,0.0,0.11988675318556297,0.0005008799999999952,0.12038763318556296,0.0058420662857142855,8192.0,0.00050088,,
2,hpso05b,150000.0,64.0,5760000.0,0.25,0.008048427717485714,0.05659592999401744,0.0656290745150286,0.0,0.0,0.0,0.0,0.0,0.13027343222653176,2.7550000000764463e-07,0.13027370772653177,0.0058420662857142855,8192.0,,2.755e-07,
3,hpso13,35000.0,64.0,18000000.0,8.0,0.002971243966896661,0.006739402903251594,0.004754151235347461,0.06111980573380624,0.018239416436231316,0.017896716002594154,0.07691817971023193,0.0,0.014464798105495717,0.17417411788286363,0.18863891598835936,0.0021563772811276838,8192.0,,,
4,hpso14,25000.0,64.0,7200000.0,8.0,0.0020506732151469795,0.003979624755500289,0.002777400855622199,0.020100494758867195,0.011346084328962145,0.011665130844268463,0.049389614657253424,0.0,0.008807698826269469,0.09250132458935123,0.1013090234156207,0.0014881193300476125,8192.0,,,
5,hpso15,15000.0,64.0,45360000.0,4.4,0.0011149346156220238,0.0011474042248461266,0.0008285458053840632,0.005992405635623808,0.003251959351836884,0.0039925306054444205,0.019379635078329342,0.0,0.0030908846458522136,0.032616530671234455,0.03570741531708667,0.0008088618452746505,8192.0,,,
6,hpso18,150000.0,64.0,36000000.0,0.016666666666666666,0.008048427717485714,0.05363776631808273,0.0638115525077786,0.0,0.0,0.0,0.0,0.0,0.12549774654334706,4.000000000004e-06,0.12550174654334706,0.0058420662857142855,8192.0,,,4e-06
7,hpso22,150000.0,64.0,21600000.0,8.0,0.008048427717485714,0.04135756476867122,0.06524686598884068,0.37282832053369563,0.14030423335309677,0.254213701094658,0.0,0.0,0.11465285847499762,0.7673462549814505,0.8819991134564481,0.0058420662857142855,8192.0,,,
8,hpso27and33,30000.0,64.0,36000000.0,0.12333333333333334,0.0025825238542145123,0.007285718278747671,0.006579839534844591,0.03524368560734144,0.03904148391084827,0.1921583333323002,0.0,0.0,0.01644808166780677,0.2664435028504899,0.28289158451829666,0.0018742011475718844,8192.0,,,
9,hpso32,20000.0,64.0,36000000.0,2.2,0.001620004864040465,0.006101063203537948,0.003912041807076507,0.025641759227972818,0.0,0.03582537319321904,0.0,0.0,0.01163310987465492,0.06146713242119185,0.07310024229584677,0.001175496608983574,8192.0,,,
10,hpso37a,120000.0,64.0,36000000.0,3.8,0.00804054652280602,0.04744364577823304,0.04920443061352278,0.23774738170848697,0.1612524793065103,0.2568421752791735,0.0,0.0,0.10468862291456184,0.6558420362941708,0.7605306592087326,0.005836345594921936,8192.0,,,
11,hpso37b,120000.0,64.0,7200000.0,8.0,0.00804054652280602,0.04744364577823304,0.04920443061352278,0.4291531877565135,0.1611975473774215,0.24654429166158356,0.0,0.0,0.10468862291456184,0.8368950267955186,0.9415836497100805,0.005836345594921936,8192.0,,,
12,hpso37c,120000.0,64.0,7200000.0,8.0,0.00804054652280602,0.04744364577823304,0.04920443061352278,0.4291531877565135,0.1611975473774215,0.24654429166158356,0.0,0.0,0.10468862291456184,0.8368950267955186,0.9415836497100805,0.005836345594921936,8192.0,,,
13,hpso38a,150000.0,64.0,3600000.0,8.0,0.008048427717485714,0.043391447684058435,0.06806086747294064,0.2185010400497704,0.1450603376285786,0.26317675578763977,0.0,0.0,0.11950074287448478,0.6267381334659888,0.7462388763404736,0.0058420662857142855,8192.0,,,
14,hpso38b,150000.0,64.0,3600000.0,8.0,0.008048427717485714,0.043391447684058435,0.06806086747294064,0.39114388928389404,0.1450603376285786,0.26317675578763977,0.0,0.0,0.11950074287448478,0.7993809827001125,0.9188817255745972,0.0058420662857142855,8192.0,,,
0,hpso04b,150000.0,64.0,2880000.0,0.16666666666666666,0.016095874026057142,0.06843549793359935,0.07266061107612579,0.0,0.0,0.0,0.0,0.0,0.15719198303578227,0.0005008800000000091,0.15769286303578228,0.011684132571428571,16384.0,0.00050088,,
1,hpso04c,150000.0,64.0,8640000.0,0.16666666666666666,0.016095874026057142,0.05708869342324828,0.07552636423641813,0.0,0.0,0.0,0.0,0.0,0.14871093168572355,0.0005008800000000091,0.14921181168572356,0.011684132571428571,16384.0,0.00050088,,
2,hpso05b,150000.0,64.0,5760000.0,0.25,0.016095874026057142,0.07054524462600287,0.07445398404680975,0.0,0.0,0.0,0.0,0.0,0.16109510269886976,2.7550000000764463e-07,0.16109537819886977,0.011684132571428571,16384.0,,2.755e-07,
3,hpso13,35000.0,64.0,18000000.0,8.0,0.005941653671650045,0.006739402903251594,0.004754151235347461,0.06111980573380624,0.018239416436231316,0.017896716002594154,0.07691817971023193,0.0,0.0174352078102491,0.17417411788286363,0.19160932569311273,0.0043127545622553675,16384.0,,,
4,hpso14,25000.0,64.0,7200000.0,8.0,0.004100557592287566,0.003979624755500289,0.002777400855622199,0.020100494758867195,0.011346084328962145,0.011665130844268463,0.049389614657253424,0.0,0.010857583203410055,0.09250132458935123,0.10335890779276129,0.002976238660095225,16384.0,,,
5,hpso15,15000.0,64.0,45360000.0,4.4,0.0022291418074878544,0.0011474042248461266,0.0008285458053840632,0.005992405635623808,0.003251959351836884,0.0039925306054444205,0.019379635078329342,0.0,0.0042050918377180444,0.03261653067123446,0.0368216225089525,0.001617723690549301,16384.0,,,
6,hpso18,150000.0,64.0,36000000.0,0.016666666666666666,0.016095874026057142,0.06843549793359935,0.07266061107612579,0.0,0.0,0.0,0.0,0.0,0.15719198303578227,4.000000000004e-06,0.15719598303578228,0.011684132571428571,16384.0,,,4e-06
7,hpso22,150000.0,64.0,21600000.0,8.0,0.016095874026057142,0.05149442987463337,0.07403526813639363,0.4639905884711492,0.2469622478682996,0.3566110056840855,0.0,0.0,0.14162557203708415,1.0675638420235343,1.2091894140606183,0.011684132571428571,16384.0,,,
8,hpso27and33,30000.0,64.0,36000000.0,0.12333333333333334,0.005164235934994783,0.011066181610344191,0.007211402800603431,0.03524368560734144,0.03904148391084827,0.1921583333323002,0.0,0.0,0.023441820345942402,0.26644350285048995,0.28988532319643234,0.003748402295143769,16384.0,,,
9,hpso32,20000.0,64.0,36000000.0,2.2,0.0032392514429153375,0.008679349709481912,0.005626470785753217,0.030309052749411734,0.0,0.041472399161154506,0.0,0.0,0.017545071938150466,0.07178145191056623,0.0893265238487167,0.002350993217967148,16384.0,,,
10,hpso37a,120000.0,64.0,36000000.0,3.8,0.016080112579810988,0.061031801019104465,0.058032018689474094,0.3343756848852434,0.2695280156866184,0.3587829964354901,0.0,0.0,0.13514393228838956,0.9626866970073518,1.0978306292957414,0.011672691189843872,16384.0,,,
11,hpso37b,120000.0,64.0,7200000.0,8.0,0.016080112579810988,0.061031801019104465,0.058032018689474094,0.5509576250289484,0.26948867283803735,0.3484851128179001,0.0,0.0,0.13514393228838956,1.1689314106848858,1.3040753429732754,0.011672691189843872,16384.0,,,
12,hpso37c,120000.0,64.0,7200000.0,8.0,0.016080112579810988,0.061031801019104465,0.058032018689474094,0.5509576250289484,0.26948867283803735,0.3484851128179001,0.0,0.0,0.13514393228838956,1.1689314106848858,1.3040753429732754,0.011672691189843872,16384.0,,,
13,hpso38a,150000.0,64.0,3600000.0,8.0,0.016095874026057142,0.053789004282639094,0.07685122263074935,0.30442713794000875,0.25114311426960745,0.36734334166662086,0.0,0.0,0.14673610093944559,0.9229135938762371,1.0696496948156826,0.011684132571428571,16384.0,,,
14,hpso38b,150000.0,64.0,3600000.0,8.0,0.016095874026057142,0.053789004282639094,0.07685122263074935,0.4847785217751199,0.25114311426960745,0.36734334166662086,0.0,0.0,0.14673610093944559,1.1032649777113481,1.2500010786507938,0.011684132571428571,16384.0,,,
0,hpso04b,150000.0,64.0,2880000.0,0.16666666666666666,0.0321907666432,0.09531199978572302,0.08973051832124605,0.0,0.0,0.0,0.0,0.0,0.21723328475016906,0.0005008800000000091,0.21773416475016907,0.023368265142857142,32768.0,0.00050088,,
1,hpso04c,150000.0,64.0,8640000.0,0.16666666666666666,0.0321907666432,0.07961579970231267,0.07783510937913662,0.0,0.0,0.0,0.0,0.0,0.1896416757246493,0.0005008800000000091,0.1901425557246493,0.023368265142857142,32768.0,0.00050088,,
2,hpso05b,150000.0,64.0,5760000.0,0.25,0.0321907666432,0.09572052104514264,0.0920722424484646,0.0,0.0,0.0,0.0,0.0,0.21998353013680724,2.7550000000764463e-07,0.21998380563680725,0.023368265142857142,32768.0,,2.755e-07,
3,hpso13,35000.0,64.0,18000000.0,8.0,0.011882473081156813,0.006739402903251594,0.004754151235347461,0.06111980573380624,0.018239416436231316,0.017896716002594154,0.07691817971023193,0.0,0.02337602721975587,0.17417411788286363,0.1975501451026195,0.008625509124510735,32768.0,,,
4,hpso14,25000.0,64.0,7200000.0,8.0,0.008200326346568738,0.003979624755500289,0.002777400855622199,0.020100494758867195,0.011346084328962145,0.011665130844268463,0.049389614657253424,0.0,0.014957351957691227,0.09250132458935123,0.10745867654704246,0.00595247732019045,32768.0,,,
5,hpso15,15000.0,64.0,45360000.0,4.4,0.0044575561912195165,0.0011474042248461266,0.0008285458053840632,0.005992405635623808,0.003251959351836884,0.0039925306054444205,0.019379635078329342,0.0,0.006433506221449706,0.032616530671234455,0.03905003689268416,0.003235447381098602,32768.0,,,
6,hpso18,150000.0,64.0,36000000.0,0.016666666666666666,0.0321907666432,0.09531199978572302,0.08973051832124605,0.0,0.0,0.0,0.0,0.0,0.21723328475016906,4.000000000004e-06,0.21723728475016907,0.023368265142857142,32768.0,,,4e-06
7,hpso22,150000.0,64.0,21600000.0,8.0,0.0321907666432,0.07083120974311677,0.09157543480200621,0.6380194538086248,0.37232939315104024,0.48166060792978543,0.0,0.0,0.19459741118832297,1.4920094548894505,1.6866068660777733,0.023368265142857142,32768.0,,,
8,hpso27and33,30000.0,64.0,36000000.0,0.12333333333333334,0.010327660096555322,0.012497641247352167,0.007211402800603431,0.03524368560734144,0.03904148391084827,0.1921583333323002,0.0,0.0,0.03003670414451092,0.2664435028504899,0.29648020699500083,0.007496804590287538,32768.0,,,
9,hpso32,20000.0,64.0,36000000.0,2.2,0.006477744600665084,0.011902660892725458,0.005626470785753217,0.030309052749411734,0.0,0.041472399161154506,0.0,0.0,0.02400687627914376,0.07178145191056624,0.09578832818971,0.004701986435934296,32768.0,,,
10,hpso37a,120000.0,64.0,36000000.0,3.8,0.03215924469382092,0.0861580755935411,0.07563457714758662,0.5228230346699057,0.4314628647816191,0.5154312636423763,0.0,0.0,0.19395189743494864,1.4697171630939012,1.6636690605288498,0.023345382379687744,32768.0,,,
11,hpso37b,120000.0,64.0,7200000.0,8.0,0.03215924469382092,0.0861580755935411,0.07563457714758662,0.7769659377386874,0.43143627663527157,0.5051333800247864,0.0,0.0,0.19395189743494864,1.7135355943987454,1.907487491833694,0.023345382379687744,32768.0,,,
12,hpso37c,120000.0,64.0,7200000.0,8.0,0.03215924469382092,0.0861580755935411,0.07563457714758662,0.7769659377386874,0.43143627663527157,0.5051333800247864,0.0,0.0,0.19395189743494864,1.7135355943987454,1.907487491833694,0.023345382379687744,32768.0,,,
13,hpso38a,150000.0,64.0,3600000.0,8.0,0.0321907666432,0.07349614005264626,0.0943982276129481,0.4716841025918944,0.4198097787681094,0.5344232004376858,0.0,0.0,0.20008513430879438,1.4259170817976896,1.626002216106484,0.023368265142857142,32768.0,,,
14,hpso38b,150000.0,64.0,3600000.0,8.0,0.0321907666432,0.07349614005264626,0.0943982276129481,0.6621196084650595,0.4198097787681094,0.5344232004376858,0.0,0.0,0.20008513430879438,1.6163525876708547,1.816437721979649,0.023368265142857142,32768.0,,,
0,hpso04b,150000.0,64.0,2880000.0,0.16666666666666666,0.06438055187748572,0.14484389516850962,0.08973051832124605,0.0,0.0,0.0,0.0,0.0,0.2989549653672414,0.0005008799999999813,0.2994558453672414,0.046736530285714284,65536.0,0.00050088,,
1,hpso04c,150000.0,64.0,8640000.0,0.16666666666666666,0.06438055187748572,0.08752802209209787,0.07783510937913662,0.0,0.0,0.0,0.0,0.0,0.2297436833487202,0.0005008800000000091,0.2302445633487202,0.046736530285714284,65536.0,0.00050088,,
2,hpso05b,150000.0,64.0,5760000.0,0.25,0.06438055187748572,0.1425568130078081,0.11362444205278158,0.0,0.0,0.0,0.0,0.0,0.32056180693807534,2.7549999997988905e-07,0.3205620824380753,0.046736530285714284,65536.0,,2.755e-07,
3,hpso13,35000.0,64.0,18000000.0,8.0,0.023764111900170352,0.006739402903251594,0.004754151235347461,0.06111980573380624,0.018239416436231316,0.017896716002594154,0.07691817971023193,0.0,0.035257666038769404,0.17417411788286363,0.20943178392163303,0.01725101824902147,65536.0,,,
4,hpso14,25000.0,64.0,7200000.0,8.0,0.01639986385513108,0.003979624755500289,0.002777400855622199,0.020100494758867195,0.011346084328962145,0.011665130844268463,0.049389614657253424,0.0,0.02315688946625357,0.0925013245893512,0.11565821405560478,0.0119049546403809,65536.0,,,
5,hpso15,15000.0,64.0,45360000.0,4.4,0.008914384958682842,0.0011474042248461266,0.0008285458053840632,0.005992405635623808,0.003251959351836884,0.0039925306054444205,0.019379635078329342,0.0,0.010890334988913033,0.03261653067123445,0.043506865660147484,0.006470894762197204,65536.0,,,
6,hpso18,150000.0,64.0,36000000.0,0.016666666666666666,0.06438055187748572,0.14484389516850962,0.08973051832124605,0.0,0.0,0.0,0.0,0.0,0.2989549653672414,4.000000000004e-06,0.2989589653672414,0.046736530285714284,65536.0,,,4e-06
7,hpso22,150000.0,64.0,21600000.0,8.0,0.06438055187748572,0.10892552643340249,0.09367855199350944,0.9810947964371963,0.37232939315104024,0.48166060792978543,0.0,0.0,0.2669846303043977,1.8350847975180222,2.10206942782242,0.046736530285714284,65536.0,,,
8,hpso27and33,30000.0,64.0,36000000.0,0.12333333333333334,0.020654508419676407,0.012497641247352167,0.007211402800603431,0.03524368560734144,0.03904148391084827,0.1921583333323002,0.0,0.0,0.040363552467632006,0.2664435028504899,0.3068070553181219,0.014993609180575075,65536.0,,,
9,hpso32,20000.0,64.0,36000000.0,2.2,0.012954730916164576,0.011902660892725458,0.005626470785753217,0.030309052749411734,0.0,0.041472399161154506,0.0,0.0,0.030483862594643252,0.07178145191056623,0.10226531450520948,0.009403972871868591,65536.0,,,
10,hpso37a,120000.0,64.0,36000000.0,3.8,0.06431750892184078,0.1331704534131279,0.0807231274333801,0.7392493589221075,0.4314628647816191,0.5154312636423763,0.0,0.0,0.2782110897683488,1.6861434873461032,1.964354577114452,0.04669076475937549,65536.0,,,
11,hpso37b,120000.0,64.0,7200000.0,8.0,0.06431750892184078,0.1331704534131279,0.0807231274333801,1.200083293210212,0.43143627663527157,0.5051333800247864,0.0,0.0,0.2782110897683488,2.1366529498702693,2.4148640396386183,0.04669076475937549,65536.0,,,
12,hpso37c,120000.0,64.0,7200000.0,8.0,0.06431750892184078,0.1331704534131279,0.0807231274333801,1.200083293210212,0.43143627663527157,0.5051333800247864,0.0,0.0,0.2782110897683488,2.1366529498702693,2.4148640396386183,0.04669076475937549,65536.0,,,
13,hpso38a,150000.0,64.0,3600000.0,8.0,0.06438055187748572,0.1116205004495521,0.10124972546152866,0.693002793426952,0.4198097787681094,0.5344232004376858,0.0,0.0,0.2772507777885665,1.6472357726327473,1.9244865504213138,0.046736530285714284,65536.0,,,
14,hpso38b,150000.0,64.0,3600000.0,8.0,0.06438055187748572,0.1116205004495521,0.10124972546152866,1.005349944766337,0.4198097787681094,0.5344232004376858,0.0,0.0,0.2772507777885665,1.9595829239721323,2.2368337017606987,0.046736530285714284,65536.0,,,
0,hpso04b,150000.0,102.0,2880000.0,0.16666666666666666,0.020326132385691427,0.09794398159548755,0.0765644565724461,0.0,0.0,0.0,0.0,0.0,0.19483457055362507,0.0005008800000000091,0.19533545055362508,0.014754026057142855,8192.0,0.00050088,,
1,hpso04c,150000.0,102.0,8640000.0,0.16666666666666666,0.020326132385691427,0.07339982076331379,0.07940327523654228,0.0,0.0,0.0,0.0,0.0,0.1731292283855475,0.0005008800000000091,0.17363010838554752,0.014754026057142855,8192.0,0.00050088,,
2,hpso05b,150000.0,102.0,5760000.0,0.25,0.020326132385691427,0.10394783174422868,0.07834255113869039,0.0,0.0,0.0,0.0,0.0,0.20261651526861052,2.7550000000764463e-07,0.20261679076861053,0.014754026057142855,8192.0,,2.755e-07,
3,hpso13,35000.0,102.0,18000000.0,8.0,0.007489271517448736,0.014359528381959396,0.007885830318603834,0.12956279611018817,0.042224584427739215,0.04001390513624063,0.15523638413777066,0.0,0.029734630218011968,0.3670376698119387,0.3967723000299507,0.005435336463036125,8192.0,,,
4,hpso14,25000.0,102.0,7200000.0,8.0,0.005164987366732653,0.008617600693822683,0.004791252737118329,0.0449860609200035,0.026334668060608822,0.025703974376015393,0.09780369999134822,0.0,0.018573840797673664,0.19482840334797596,0.21340224414564962,0.003748098608739725,8192.0,,,
5,hpso15,15000.0,102.0,45360000.0,4.4,0.0028048541037922633,0.0025076052883738226,0.0014024901208910874,0.013162405891555522,0.007460558042026509,0.008006216665884459,0.03331718804105931,0.0,0.006714949513057174,0.06194636864052581,0.06866131815358298,0.0020348654941223,8192.0,,,
6,hpso18,150000.0,102.0,36000000.0,0.016666666666666666,0.020326132385691427,0.09794398159548755,0.0765644565724461,0.0,0.0,0.0,0.0,0.0,0.19483457055362507,4.000000000004e-06,0.19483857055362508,0.014754026057142855,8192.0,,,4e-06
7,hpso22,150000.0,102.0,21600000.0,8.0,0.020326132385691427,0.06329036915347952,0.07788162603534085,0.5700697824292403,0.30934941629720136,0.40807657036562156,0.0,0.0,0.1614981275745118,1.2874957690920632,1.448993896666575,0.014754026057142855,8192.0,,,
8,hpso27and33,30000.0,102.0,36000000.0,0.12333333333333334,0.006507075163928614,0.015415003509187414,0.012854282384956376,0.07688253471920863,0.08993624175383652,0.24525898152719983,0.0,0.0,0.03477636105807241,0.412077758000245,0.4468541190583174,0.004722349380431565,8192.0,,,
9,hpso32,20000.0,102.0,36000000.0,2.2,0.00407796283638034,0.012946790363633796,0.008151897088437103,0.058014841868356516,0.0,0.0743657324269598,0.0,0.0,0.02517665028845124,0.13238057429531633,0.15755722458376756,0.002959026047966242,8192.0,,,
10,hpso37a,120000.0,102.0,36000000.0,3.8,0.020305995464166077,0.09186088910255737,0.06191603224446479,0.4815315550459016,0.36477867778586026,0.45142258822211795,0.0,0.0,0.17408291681118823,1.2977328210538799,1.471815737865068,0.014739409351651092,8192.0,,,
11,hpso37b,120000.0,102.0,7200000.0,8.0,0.020305995464166077,0.09186088910255737,0.06191603224446479,0.8289960519546362,0.36472374585677153,0.4372192752430246,0.0,0.0,0.17408291681118823,1.6309390730544324,1.8050219898656206,0.014739409351651092,8192.0,,,
12,hpso37c,120000.0,102.0,7200000.0,8.0,0.020305995464166077,0.09186088910255737,0.06191603224446479,0.8289960519546362,0.36472374585677153,0.4372192752430246,0.0,0.0,0.17408291681118823,1.6309390730544324,1.8050219898656206,0.014739409351651092,8192.0,,,
13,hpso38a,150000.0,102.0,3600000.0,8.0,0.020326132385691427,0.06663287227000667,0.08070017382840247,0.3749092810964067,0.31878251915314104,0.41998518694309783,0.0,0.0,0.16765917848410056,1.1136769871926455,1.2813361656767461,0.014754026057142855,8192.0,,,
14,hpso38b,150000.0,102.0,3600000.0,8.0,0.020326132385691427,0.06663287227000667,0.08070017382840247,0.6001526926617788,0.31878251915314104,0.41998518694309783,0.0,0.0,0.16765917848410056,1.3389203987580178,1.5065795772421184,0.014754026057142855,8192.0,,,
0,hpso04b,150000.0,102.0,2880000.0,0.16666666666666666,0.04064980327940571,0.13437993420386607,0.09810106065438451,0.0,0.0,0.0,0.0,0.0,0.2731307981376563,0.0005008799999999813,0.27363167813765626,0.02950805211428571,16384.0,0.00050088,,
1,hpso04c,150000.0,102.0,8640000.0,0.16666666666666666,0.04064980327940571,0.10253853310441893,0.10077307793458501,0.0,0.0,0.0,0.0,0.0,0.24396141431840965,0.0005008800000000091,0.24446229431840966,0.02950805211428571,16384.0,0.00050088,,
2,hpso05b,150000.0,102.0,5760000.0,0.25,0.04064980327940571,0.13814673097021257,0.09981745299476301,0.0,0.0,0.0,0.0,0.0,0.2786139872443813,2.7549999997988905e-07,0.2786142627443813,0.02950805211428571,16384.0,,2.755e-07,
